319;LA MURALLA VERDE;ENANITOS VERDES;ROCK LATINO
544;LAMENTO BOLIVIANO;ENANITOS VERDES;ROCK LATINO
1250;TU CARCEL;ENANITOS VERDES;ROCK LATINO
1297;POR SIEMPRE AMIGOS;ENANITOS VERDES;ROCK LATINO
1337;MI PRIMER DIA SIN TI;ENANITOS VERDES;ROCK LATINO
1681;GUITARRAS BLANCAS;ENANITOS VERDES;ROCK LATINO
2477;POR EL RESTO DE TUS DIAS;ENANITOS VERDES;ROCK LATINO
2616;EL EXTRA�O DE PELO LARGO;ENANITOS VERDES;ROCK
3092;SUMAR TIEMPO NO ES SUMAR AMOR;ENANITOS VERDES;BALADA
3341;TUS VIEJAS CARTAS;ENANITOS VERDES;BALADA
4471;ETERNA SOLEDAD;ENANITOS VERDES;ROCK LATINO
5105;AMORES LEJANOS;ENANITOS VERDES;BALADA
5623;IGUAL QUE AYER;ENANITOS VERDES;BALADA
6138;AUN SIGO CANTANDO;ENANITOS VERDES;BALADA
6152;CADA VEZ QUE DIGO ADIOS;ENANITOS VERDES;BALADA
6216;EL GUERRERO;ENANITOS VERDES;BALADA
6321;MARIPOSAS;ENANITOS VERDES;BALADA
2792;TODA LA VIDA;ENMANUEL;BALADA
5248;Y AL FINAL;ENRIQUE BUMBURY;BALADA
4305;AUNQUE NO SEA CONMIGO;ENRIQUE BUNBURY;BOLERO
4425;LADY BLUE;ENRIQUE BUNBURY;BALADA
5294;INFINITO;ENRIQUE BUNBURY;ROCK
5641;SI;ENRIQUE BUNBURY;ROCK
1381;ROCK DE LA CARCEL;ENRIQUE GUZMAN;ROCK
3150;UNO DE TANTOS;ENRIQUE GUZMAN;BALADA
3595;TU VOZ;ENRIQUE GUZMAN;BALADA
5481;TU CABEZA EN MI HOMBRO;ENRIQUE GUZMAN;BALADA
6166;CIEN KILOS DE BARRO;ENRIQUE GUZMAN;BALADA
406;POR AMARTE;ENRIQUE IGLESIAS;BALADA
1011;ESPERANZA;ENRIQUE IGLESIAS;BALADA
1422;NUNCA TE OLVIDARE;ENRIQUE IGLESIAS;BALADA
1721;RITMO TOTAL;ENRIQUE IGLESIAS;POP
2055;HEROE;ENRIQUE IGLESIAS;BALADA
2329;EXPERIENCIA RELIGIOSA;ENRIQUE IGLESIAS;BALADA
2360;MENTIROSO;ENRIQUE IGLESIAS;BALADA
2372;NO LLORES POR MI;ENRIQUE IGLESIAS;BALADA
2470;PARA QUE LA VIDA;ENRIQUE IGLESIAS;BALADA
3012;DIMELO;ENRIQUE IGLESIAS;POP
3402;ALGUIEN SOY YO;ENRIQUE IGLESIAS;BALADA
3536;SI TU TE VAS;ENRIQUE IGLESIAS;BALADA
3616;DONDE ESTAN CORAZON;ENRIQUE IGLESIAS;BALADA
3625;LLORO POR TI;ENRIQUE IGLESIAS;BALADA
3638;QUIZAS;ENRIQUE IGLESIAS;BALADA
4141;TRAPECISTA;ENRIQUE IGLESIAS;BALADA
4331;NO ME DIGAS QUE NO;ENRIQUE IGLESIAS;BALADA
5333;SOLO EN TI;ENRIQUE IGLESIAS;BALADA
5358;BAILAMOS;ENRIQUE IGLESIAS;POP
5389;ENAMORADO POR PRIMERA VEZ;ENRIQUE IGLESIAS;BALADA
5464;SOLO ME IMPORTAS TU;ENRIQUE IGLESIAS;BALADA
7319;DUELE EL CORAZON;ENRIQUE IGLESIAS;REGUETON
5753;BAILANDO;ENRIQUE IGLESIAS & DESCEMER BUENO;POP
4011;CUANDO ME ENAMORO;ENRIQUE IGLESIAS & JUAN LUIS GUERRA;BALADA
5568;EL PERDEDOR;ENRIQUE IGLESIAS & MARCO ANTONIO SOLIS;BALADA
5782;LOCO;ENRIQUE IGLESIAS & ROMEO SANTOS;BACHATA
6640;DUELE EL CORAZON;ENRIQUE IGLESIAS & WISIN;REGGAETON
6371;NOCHE Y DIA;ENRIQUE IGLESIAS & YANDEL & JUAN MAGAN;POP
7392;EL BA�O;ENRIQUE IGLESIAS FT BAD BUNNY;REGUETON
3709;CUENTAME;EQUILIVRE;BALADA
4108;COMPRARE UNA BOTELLA;EQUILIVRE;BALADA
4475;JUNTO A TI;EQUILIVRE;BALADA
4724;LITTLE RESPECT;ERASURE;POP
6531;ALWAYS;ERASURE;DISCO
1837;ALL BY MI SELF;ERIC CARMEN;BALADA INGLES
320;TEARS IN HEAVEN;ERIC CLAPTON;BALADA INGLES
6613;CUANDO MUERES POR ALGUIEN;ERIK RUBIN;POP
2378;POR TI ME CASARE;EROS RAMAZOTI;BALADA
358;UN PAR DE CANCIONES;EROS RAMAZOTTI;BALADA
665;CUANTO AMOR ME DAS;EROS RAMAZOTTI;BALADA
855;OTRA COMO TU;EROS RAMAZOTTI;BALADA
984;UNA EMOCION PARA SIEMPRE;EROS RAMAZOTTI;BALADA
988;COSA MAS BELLA QUE TU;EROS RAMAZOTTI;BALADA
1004;FUEGO EN EL FUEGO;EROS RAMAZOTTI;BALADA
1281;AMARTE ES TOTAL;EROS RAMAZOTTI;BALADA
5609;COSAS DE LA VIDA;EROS RAMAZZOTTI;BALADA
3658;CARITA BONITA;ERRE & PEE WEE;REGGAETON
4916;UN HOMBRE NORMAL;ESPINOZA PAZ;BALADA
6172;COMO UN TATUAJE;ESPINOZA PAZ;BALADA
6227;EL PROXIMO VIERNES;ESPINOZA PAZ;BANDA
6309;LO INTENTAMOS;ESPINOZA PAZ;BALADA
6937;TE VEIAS MEJOR CONMIGO;ESPINOZA PAZ;BANDA
4332;NO TE METAS A MI FACEBOOK;ESTEMAN;POP
3624;LIGHT IT UP;ESTO ES ESO;POP
3639;REFLEXIONES;ESTO ES ESO;POP
2739;POR LA RAJA DE TU FALDA;ESTOPA;POP
2808;CACHO A CACHO;ESTOPA;POP
2960;COMO CAMARON;ESTOPA;BALADA
2982;ME FALTA EL ALIENTO;ESTOPA;POP
2995;TU CALORRO;ESTOPA;POP
3037;SUMA Y SIGUE;ESTOPA;POP
3234;PARTIENDO LA PANA;ESTOPA;POP
5811;CUANDO TU TE VAS;ESTOPA;BALADA
4485;PERO REGRESA;EVA AYLLON;VALS
6422;SI EXISTE;EVALUNA MONTANER;BALADA
2511;BRING ME TO LIFE;EVANESCENCE;BALADA INGLES
2556;MY INMORTAL;EVANESCENCE;BALADA INGLES
3657;BROKEN;EVANESCENCE;BALADA INGLES
2894;SI TU VUELVES A SER MIA;EVER VARGAS;VALLENATO
484;MORE THAN WORDS;EXTREME;BALADA INGLES
3299;WORDS DON'T COME EASY;F.R. DAVID;BALADA INGLES
6626;DER KOMMISSAR;FALCO;NEW WAVE
2264;NO TE PIDO FLORES;FANNY LU;POP
3594;TU NO ERES PARA MI;FANNY LU;POP
4873;FANFARRON;FANNY LU;POP
4932;NI LOCA;FANNY LU;POP
5454;REGALAME UN BESO;FANNY LU;POP
6586;CELOS;FANNY LU;ELECTRO POP
4974;DON JUAN;FANNY LU & CHINO & NACHO;MERENGUE
6849;PASSION WHINE;FARRUCO;REGGAETON
7287;PASSION WHINE;FARRUCO;REGGAETON
5621;HOLA BEBA;FARRUKO;REGGAETON
5663;COSITAS QUE HACIAMOS;FARRUKO;REGGAETON
5796;SU HIJA ME GUSTA;FARRUKO & JOSE FELICIANO;BALADA
6923;SUSANA;FAUSTO;BALADA
2689;SOMETIMES OK;FAUSTO MI�O;POP
2897;USTED ES HERMOSA;FAUSTO MI�O;BALADA
2903;ALGO ASI;FAUSTO MI�O;BALADA
2908;BAILA MI VIDA;FAUSTO MI�O;POP
3460;CANCION DE HOMBRES;FAUSTO MI�O;POP
3516;ENTIENDO;FAUSTO MI�O;BALADA
3517;ERA;FAUSTO MI�O;BALADA
3953;CAMBIA TU ESTRATEGIA;FAUSTO MI�O;POP
5249;Y SIN EMBARGO;FAUSTO MI�O;BALADA
4824;LOCO;FELIPE PELAEZ;BALADA
4972;DEMASIADO TARDE;FELIPE PELAEZ;VALLENATO
4146;UNICAMENTE TU;FELIPE PIRELA;BOLERO
4958;AMOR SE ESCRIBE CON LLANTO;FELIPE PIRELLA;BOLERO
6188;DEJENME VIVIR;FERNANDITO VILLALONA;BALADA
3334;NO PIDO REVANCHA;FERNANDO BURBANO;VALS
4001;ADIOS HOY SOBRAN LAS PALABRAS;FERNANDO DE MADARIAGA;BALADA
4143;UN AMOR SIN MA�ANA;FERNANDO DE MADARIAGA;BALADA
4421;HOY TEN MIEDO DE MI;FERNANDO DELGADILLO;TROVA
722;CUANDO AGOSTO ERA 21;FERNANDO UBIERGO;BALADA
4694;UN CAF� PARA PLATON;FERNANDO UBIERGO;BALADA
4955;AGUALUNA;FERNANDO UBIERGO;BALADA
4324;LA NAVE;FERNANDO ZUMBA;ROCKOLERA
6837;OJOS AZULES;FERNANDO ZUMBA;CUMBIA
1010;AZUCAR AMARGO;FEY;BALADA
3776;LA FUERZA DEL DESTINO;FEY;POP
6205;DISELO CON FLORES;FEY;POP
6327;ME ENAMORO DE TI;FEY;POP
6413;SE LO QUE VENDRA;FEY;POP
6695;GATOS EN EL BALCON;FEY;POP
6782;MEDIA NARANJA;FEY;ELECTRO POP
6491;Y AUNQUE TE DUELA;FIDEL RUEDA;CORRIDO
4452;ACABO DE LLEGAR;FITO & FITIPALDIS;BALADA
4503;ANTES DE QUE CUENTE DIEZ;FITO & FITIPALDIS;POP
4722;LA CASA POR EL TEJADO;FITO & FITIPALDIS;POP
4760;CORAZON OXIDADO;FITO & FITIPALDIS;BALADA
4767;DONDE TODO EMPIEZA;FITO & FITIPALDIS;BALADA
5832;ME EQUIVOCARIA OTRA VEZ;FITO & FITIPALDIS;BALADA
1284;CANCION PARA MI MUERTE;FITO PAEZ;ROCK LATINO
1566;UN VESTIDO Y UN AMOR;FITO PAEZ;BALADA
4224;MARIPOSA TECKNICOLOR;FITO PAEZ;POP
6101;11 Y 6;FITO PAEZ;BALADA
6242;ES SOLO UNA CUESTION DE ACTITUD;FITO PAEZ;BALADA
6306;LLUEVE SOBRE MOJADO;FITO PAEZ & JOAQUIN SABINA;BALADA
4492;SOLDADITO MARINERO;FITO Y FITIPALDIS;BALADA
2925;LAS MIL Y UNA NOCHES;FLANS;BALADA
4202;BAZAR;FLANS;POP
4225;ME HE ENAMORADO DE UN FAN;FLANS;POP
4231;NO CONTROLES;FLANS;POP
4253;ALMA GEMELA;FLANS;BALADA
4344;TIMIDO;FLANS;POP
4463;CORRE CORRE;FLANS;POP
6356;NO EL NO ES UN ROCKY;FLANS;POP
6688;FINGE QUE NO;FLANS;BALADA
6823;NO SOY TAN FUERTE;FLANS;BALADA
4317;EN CADA CANCION;FLAVIO CESAR;BALADA
4741;TAN CERCA;FLAVIO CESAR;BALADA
6635;DON'T STOP;FLEETWOOD MAC;ROCK
2146;FLORES AMARILLAS;FLORICIENTA;POP
2518;CORAZONES AL VIENTO;FLORICIENTA;POP
2566;PORQUE ME QUEDO MUDA;FLORICIENTA;BALADA
3076;MI VESTIDO AZUL;FLORICIENTA;BALADA
3597;VEN A MI;FLORICIENTA;BALADA
3900;Y ASI SERA;FLORICIENTA;BALADA
2489;TE MANDO FLORES;FONSECA;POP
3478;HACE TIEMPO;FONSECA;POP
3608;ARROYITO;FONSECA;VALLENATO
3859;COMO ME MIRA;FONSECA;VALLENATO
4978;ERES MI SUE�O;FONSECA;MERENGUE
5182;ILUSION;FONSECA;POP
5019;ESTAR LEJOS;FONSECA & WILLIE COLON;BOLERO
134;LEMON TREE;FOOLS GARDEN;ROCK
3969;I WANT TO KNOW WHAT LOVE IS;FOREIGNER;BALADA INGLES
4247;WAITING FOR A GIRL LIKE YOU;FOREIGNER;BALADA INGLES
4712;CUENTAME;FORMULA V;BALADA
4718;EVA MARIA;FORMULA V;BALADA
2196;WHAT'S UP;FOUR NON BLONDES;BALADA INGLES
1079;LA QUIERO A MORIR;FRANCIS CABREL;BALADA
1105;SI ALGUN DIA LA VEZ;FRANCIS CABREL;BALADA
2592;TODO AQUELLO QUE ESCRIBI;FRANCIS CABREL;BALADA
2917;ESCUCHAS CRECER UNA FLOR;FRANCIS CABREL;BALADA
3137;SE ME ACABO LA CANCION;FRANCIS CABREL;BALADA
3202;AL OTRO LADO DE TI;FRANCIS CABREL;BALADA
3524;LOS ATAJOS;FRANCIS CABREL;BALADA
4676;LATINO;FRANCISCO;BALADA
4951;A DONDE VOY SIN TI;FRANCISCO;BALADA
5750;VIDA LOCA;FRANCISCO CESPEDES;BALADA
5841;REMOLINO;FRANCISCO CESPEDES;BALADA
6419;SE�ORA;FRANCISCO CESPEDES;BALADA
38;BUEN PERDEDOR;FRANCO DE VITA;BALADA
503;SOLO ME IMPORTAS TU;FRANCO DE VITA;BALADA
675;TE AMO;FRANCO DE VITA;BALADA
676;SOMOS TRES;FRANCO DE VITA;BALADA
686;NO HAY CIELO;FRANCO DE VITA;BALADA
687;AQUI ESTAS OTRA VEZ;FRANCO DE VITA;BALADA
688;COMO APARTARTE DE MI;FRANCO DE VITA;BALADA
711;LO QUE ESPERO DE TI;FRANCO DE VITA;BALADA
712;NO BASTA;FRANCO DE VITA;BALADA
713;NO HACE FALTA DECIRLO;FRANCO DE VITA;BALADA
901;DESCANSA TU AMOR EN MI;FRANCO DE VITA;BALADA
902;NO LO HABIA PENSADO;FRANCO DE VITA;BALADA
906;TE VEO VENIR SOLEDAD;FRANCO DE VITA;BALADA
908;SI TU NO ESTAS;FRANCO DE VITA;BALADA
911;SERA;FRANCO DE VITA;BALADA
1280;LOUIS;FRANCO DE VITA;BALADA
1300;COMO DECIRTE NO;FRANCO DE VITA;BALADA
1610;HAY DIOS;FRANCO DE VITA;BALADA
1850;TRAIGO UNA PENA;FRANCO DE VITA;RUMBA
1993;YA LO HABIA VIVIDO;FRANCO DE VITA;BALADA
3145;TENGO;FRANCO DE VITA;BALADA
3499;TU DE QUE VAS;FRANCO DE VITA;BALADA
3920;LOS HIJOS DE LA OSCURIDAD;FRANCO DE VITA;BALADA
4249;Y TE PIENSO;FRANCO DE VITA;BALADA
4312;CUANDO TUS OJOS ME MIRAN;FRANCO DE VITA;BALADA
5880;FUERA DE ESTE MUNDO;FRANCO DE VITA;BALADA
6153;CALIDO Y FRIO;FRANCO DE VITA;BALADA
6366;NO SE OLVIDA;FRANCO DE VITA;BALADA
6790;MI SUE�O;FRANCO DE VITA;BALADA
4588;TAN SOLO TU;FRANCO DE VITA & ALEJANDRA GUZMAN;BALADA
1588;SI LA VEZ;FRANCO DE VITA & SIN BANDERA;BALADA
873;SIEMPRE TU;FRANCO SIMONE;BALADA
1194;PAISAJE;FRANCO SIMONE;BALADA
1616;RESPIRO;FRANCO SIMONE;BALADA
4112;ESTA NOCHE;FRANCO SIMONE;BALADA
6397;QUE HABLEN DE MI;FRANCY;CORRIDO
6896;SI SE FUE SE FUE;FRANCY;RANCHERA
6990;YA ME CANSE;FRANCY;RANCHERA
7256;SI SE FUE, SE FUE;FRANCY;RANCHERA
7257;QUE HABLEN DE MI;FRANCY;RANCHERA
4735;QUIEN ERES TU;FRANK REYES;BACHATA
6391;PRINCESA;FRANK REYES;BACHATA
1648;MY WAY;FRANK SINATRA;BALADA INGLES
3420;I'VE GOT YOU UNDER MY SKIN;FRANK SINATRA;BALADA INGLES
3430;NEW YORK NEW YORK;FRANK SINATRA;BALADA INGLES
4689;STRANGERS IN THE NIGTH;FRANK SINATRA;BALADA INGLES
1455;DESNUDATE MUJER;FRANKIE RUIZ;SALSA
2363;MI LIBERTAD;FRANKIE RUIZ;SALSA
4196;TU ME VUELVES LOCO;FRANKIE RUIZ;SALSA
4614;IMPOSIBLE AMOR;FRANKIE RUIZ;SALSA
5360;BAILANDO;FRANKIE RUIZ;SALSA
2805;BEFORE THE NEXT TEARDROP FALLS;FREDDY FENDER;BALADA INGLES
289;EL PRESO;FRUKO Y SUS TESOS;SALSA
2010;EL CAMINANTE;FRUKO Y SUS TESOS;SALSA
4648;UNA VAINA LOCA;FUEGO;MERENGUE
7073;EL RANKIAITO;FUNKI;BALADA
6128;ANOCHE LLEGASTE TARDE;FUNKY;REGGAE
6266;HEME AQU�;FUNKY;CRISTIANA
6369;NO TE CAMBIO;FUNKY;CRISTIANA
6425;SI NO ME CONECTO;FUNKY;CRISTIANA
6445;TE NECESITO;FUNKY;CRISTIANA
6495;YO GANARE;FUNKY;REGGAETON
6663;EL RANKIAITO;FUNKY;CRISTIANA
6963;TU SOLO TU;FUNKY;CRISTIANA
7085;HEME AQU�;FUNKY;BALADA
7106;NO TE CAMBIO;FUNKY;BALADA
7117;SI NO ME CONECTO;FUNKY;BALADA
7128;TE NECESITO;FUNKY;BALADA
7136;TU SOLO TU;FUNKY;BALADA
7147;YO GANARE;FUNKY;REGGAETON
7159;ANOCHE LLEGASTE TARDE;FUNKY;BALADA  GOSPEL
6197;DESPUES DE LA CAIDA;FUNKY & VICO C & RENE GONZALES;CRISTIANA
7065;DESPUES DE LA CAIDA;FUNKY AND VICO C AND RENE;BALADA
1749;LA MISMA VIDA TE DIRA;G.MARCHESE Y A.JARRIN;BALADA
4695;UNA NOCHE MAS;GABINO PAMPINI;SALSA
4629;OUT OF REACH;GABRIELLE;BALADA INGLES
5575;LA COPA DE TODOS;GABY AMARANTOS & CARLOS VIVES;MUNDIAL
5598;TODO MUNDO;GABY AMARANTOS & MONOBLOCO;MUNDIAL
172;AMOR DE PRIMAVERA;GALY GALIANO;RANCHERA
203;ME BEBI TU RECUERDO;GALY GALIANO;RANCHERA
204;PEQUE�O MOTEL;GALY GALIANO;RANCHERA
637;LOS AMANTES;GALY GALIANO;RANCHERA
954;TRES PALABRAS;GALY GALIANO;BALADA
1509;LA CITA;GALY GALIANO;SALSA
3162;EL CALMANTE;GALY GALIANO;RANCHERA
3513;DOS CORAZONES;GALY GALIANO;BALADA
4547;TU ME HACES VOLAR;GAMMA;BALADA
3633;ONE MORE TRY;GEORGE MICHAEL;BALADA INGLES
3670;GOTTA HAVE FAITH;GEORGE MICHAEL;POP
4907;BAD TO THE BONE;GEORGE THOROGOOD;ROCK
2860;DE RODILLAS;GEOVANNY AYALA;CORRIDO
4707;BELLO ESPEJISMO;GERARDO GOMEZ;BALADA
1247;SUE�A;GERARDO MEJIA;RAP
7125;SUE�A;GERARDO MEJIA;BALADA
6119;AMIGO;GERARDO MEJIA & FAUSTO MI�O;CRISTIANA
7056;AMIGO;GERARDO MEJIA AND FAUSTO MI�O;BALADA
777;ME VOY ME VOY;GERARDO MORAN;CUMBIA
1237;MA�ANA PARTIRE;GERARDO MORAN;CUMBIA
1285;CERVECITAY LAGRIMITAY;GERARDO MORAN;CUMBIA
1293;FALSO AMOR;GERARDO MORAN;CUMBIA
1343;NO LLORES CORAZON;GERARDO MORAN;CUMBIA
1470;CHIQUITA ORGULLOSA;GERARDO MORAN;CUMBIA
1471;LA LEY DEL AMOR;GERARDO MORAN;CUMBIA
1472;QUE PUEDO HACER;GERARDO MORAN;CUMBIA
1910;CON LA MISMA MONEDA;GERARDO MORAN;TECNOCUMBIA
1951;MENTIROSITA;GERARDO MORAN;TECNOCUMBIA
1972;SI TU DICES QUERERME;GERARDO MORAN;TECNOCUMBIA
2254;MI UNICO AMOR;GERARDO MORAN;TECNOCUMBIA
2324;EN VIDA;GERARDO MORAN;CUMBIA
2965;DEJAME LLORAR;GERARDO MORAN;CUMBIA
3011;DESENGA�AME;GERARDO MORAN;CUMBIA
3040;TU RETRATO;GERARDO MORAN;CUMBIA
3049;YA NO SOMOS NADA;GERARDO MORAN;CUMBIA
3560;EL MAS QUERIDO;GERARDO MORAN;PASILLO
3580;QUE MAS HOMBRE QUERIAS;GERARDO MORAN;CUMBIA
3592;TRAGUITO BUENO;GERARDO MORAN;CUMBIA
3621;FALSAS PROMESAS;GERARDO MORAN;CUMBIA
3634;PARA QUE ME ENAMORE;GERARDO MORAN;CUMBIA
4302;AHORA SOY FELIZ;GERARDO MORAN;CUMBIA
4333;NO VOY A LLORAR;GERARDO MORAN;CUMBIA
4349;VERBENITA;GERARDO MORAN;CUMBIA
4391;TU PENSARAS;GERARDO MORAN;CUMBIA
4742;TE QUIERO;GERARDO MORAN;BALADA
5384;EL PROVINCIANO;GERARDO MORAN;CUMBIA
6514;ADIOS;GERARDO MORAN;NACIONAL
6529;ALLA TE ESPERARE;GERARDO MORAN;CUMBIA
6530;ALLA TE ESPERARE;GERARDO MORAN;PASILLO
6551;APASIONADAMENTE;GERARDO MORAN;PASEITO
6558;AY NO SE PUEDE;GERARDO MORAN;TECNOCUMBIA
6578;CANSADOS PIES;GERARDO MORAN;TECNOCUMBIA
6584;CARI�ITO MIO;GERARDO MORAN;TECNOCUMBIA
6646;EL CABA�AL;GERARDO MORAN;PASEITO
6650;EL CASAMIENTO;GERARDO MORAN;CUMBIA
6707;HOMENAJE A QUITO;GERARDO MORAN;PASEITO
6714;INFORTUNIO;GERARDO MORAN;CUMBIA
6730;LA LLAMADA DE MI EX;GERARDO MORAN;TECNOCUMBIA
6743;LEJOS DE TI;GERARDO MORAN;TECNOCUMBIA
6748;LINDA GUAMBRA;GERARDO MORAN;TECNOCUMBIA
6751;LLORANDO SANGRE;GERARDO MORAN;PASEITO
6754;LOCO LOCO;GERARDO MORAN;TECNOCUMBIA
6784;MI CARCELERA;GERARDO MORAN;TECNOCUMBIA
6795;MORENA LA INGRATITUD;GERARDO MORAN;CUMBIA
6798;MOSAICO, COLLAR, TU AUCENCIA, ALLA TE ESPERARE;GERARDO MORAN;TECNOCUMBIA
6811;NEGRA DEL ALMA;GERARDO MORAN;TECNOCUMBIA
6816;NO ES MI SE�ORA;GERARDO MORAN;CUMBIA
6820;NO PIDO REVANCHA;GERARDO MORAN;CUMBIA
6845;PALOMA BLANCA;GERARDO MORAN;TECNOCUMBIA
6888;SE�ORA CASADA;GERARDO MORAN;PASEITO
6904;SOLITO;GERARDO MORAN;CUMBIA
6918;SUFRO AL NO TENERTE YO A MI LADO;GERARDO MORAN;CUMBIA
6939;TESTAMENTO DEL INDIO;GERARDO MORAN;TECNOCUMBIA
7225;CARI�ITO MIO;GERARDO MORAN;TECNOCUMBIA
7226;LEJOS DE TI;GERARDO MORAN;TECNOCUMBIA
7229;MI CARCELERA;GERARDO MORAN;TECNOCUMBIA
7232;Mosaico.collar,tu aucencia,alla te esperare;GERARDO MORAN;TECNOCUMBIA
7233;CANSADOS PIES;GERARDO MORAN;TECNOCUMBIA
7243;MORENA LA INGRATITUD;GERARDO MORAN;CUMBIA
7244;EL CASAMIENTO;GERARDO MORAN;CUMBIA
7245;INFORTUNIO;GERARDO MORAN;CUMBIA
6842;PAJARILLO;GERARDO MORAN & SHARON;PASEITO
5044;SE�ORA;GERARDO MORI;BALADA
5593;SIN FORTUNA;GERARDO REYES;RANCHERA
3231;NO TE VAYAS ENTONCES;GIAN FRANCO PAGLIARO;BALADA
185;MI HISTORIA ENTRE TUS DEDOS;GIAN LUCA GRIGNANI;BALADA
3546;UNA CHICA NORMAL;GIAN LUCA GRIGNANI;BALADA
4179;QUE HACES TU;GIAN LUCA GRIGNIANI;BALADA
1101;UNA CANCION DE AMOR;GIAN MARCO;BALADA
1723;TE MENTIRIA;GIAN MARCO;SALSA
58;DE AMOR YA NO SE MUERE;GIANNI BELLA;BALADA
1468;VIVO POR TI;GIGANTES DEL VALLENATO;VALLENATO
1706;ME MATA LA MELANCOLIA;GIGANTES DEL VALLENATO;VALLENATO
2759;CUANDO CASI TE OLVIDABA;GIGANTES DEL VALLENATO;VALLENATO
2847;UNA FOTOGRAFIA;GIGANTES DEL VALLENATO;VALLENATO
4956;AMANTES;GIGANTES DEL VALLENATO;VALLENATO
4967;COMO TE ATREVES;GIGANTES DEL VALLENATO;VALLENATO
4975;DUELE;GIGANTES DEL VALLENATO;VALLENATO
4990;INFIEL;GIGANTES DEL VALLENATO;VALLENATO
5041;QUE LE DIRE AL CORAZON;GIGANTES DEL VALLENATO;VALLENATO
5602;ACUERDATE;GIGANTES DEL VALLENATO;VALLENATO
520;QUE ALGUIEN ME DIGA;GILBERTO SANTA ROSA;BALADA
660;CONCIENCIA;GILBERTO SANTA ROSA;SALSA
1298;QUE MANERA DE QUERERTE;GILBERTO SANTA ROSA;SALSA
1333;ME VOLVIERON HABLAR DE ELLA;GILBERTO SANTA ROSA;SALSA
1446;ALMAS GEMELAS;GILBERTO SANTA ROSA;SALSA
1450;MAL HERIDO;GILBERTO SANTA ROSA;SALSA
1456;SI NO ME VEN LLORANDO;GILBERTO SANTA ROSA;SALSA
1469;YO NO TE PIDO COSAS;GILBERTO SANTA ROSA;SALSA
1516;PUEDEN DECIR;GILBERTO SANTA ROSA;BALADA
1594;PERDONAME;GILBERTO SANTA ROSA;SALSA
1765;AMOR MIO NO TE VAYAS;GILBERTO SANTA ROSA;SALSA
1880;LA AGARRO BAJANDO;GILBERTO SANTA ROSA;SALSA
2026;TE PROPONGO;GILBERTO SANTA ROSA;SALSA
2031;VIVIR SIN ELLA;GILBERTO SANTA ROSA;SALSA
2108;AMANDOTE;GILBERTO SANTA ROSA;SALSA
2376;PELIGRO;GILBERTO SANTA ROSA;SALSA
2377;PERO NO ME AMA;GILBERTO SANTA ROSA;SALSA
2392;SIN VOLUNTAD;GILBERTO SANTA ROSA;SALSA
3126;NO PENSE ENAMORARME OTRA VEZ;GILBERTO SANTA ROSA;BALADA
3257;CONTEO REGRESIVO;GILBERTO SANTA ROSA;SALSA
4242;SOMBRA LOCA;GILBERTO SANTA ROSA;SALSA
5812;DEJAME SENTIRTE;GILBERTO SANTA ROSA;SALSA
6314;LOS HOMBRES TIENEN LA CULPA;GILBERTO SANTA ROSA & DON OMAR;SALSA
5809;CORAZON VALIENTE;GILDA;CUMBIA
3557;DE QUE TE LAS PICAS;GIOVANNY AYALA;CORRIDO
4986;HISTORIA DE AMOR;GIOVANNY AYALA;CORRIDO
4995;SE LA ROBE ME LA ROBARON;GIOVANNY AYALA;CORRIDO
4151;A CHILLAR A OTRA PARTE;GIOVANY AYALA;CORRIDO
2528;EL TORO ENAMORADO DE LA LUNA;GIPSY KINGS;FLAMENCO
3510;BAMBOLEO;GIPSY KINGS;RUMBA
4964;BAILAME;GIPSY KINGS;RUMBA
603;PROHIBIDO;GISSELA;CUMBIA
1028;MIL LAGRIMAS;GISSELA;CUMBIA
4037;POR QUE NO FUI YO TU PRIMER AMOR;GLORIA BENAVIDES;BALADA
87;ABRIENDO PUERTAS;GLORIA ESTEFAN;SALSA
88;CON LOS A�OS QUE ME QUEDAN;GLORIA ESTEFAN;BOLERO
553;AYER;GLORIA ESTEFAN;SALSA
1289;MI BUEN AMOR;GLORIA ESTEFAN;BOLERO
1625;NO ME VUELVO A ENAMORAR;GLORIA ESTEFAN;BALADA
1626;NO SERA FACIL;GLORIA ESTEFAN;BALADA
1627;NO TE OLVIDARE;GLORIA ESTEFAN;BALADA
1634;RENACER;GLORIA ESTEFAN;BOLERO
1715;POR UN BESO;GLORIA ESTEFAN;BOLERO
2099;SI VOY A PERDERTE;GLORIA ESTEFAN;BALADA
2373;NO PRETENDO;GLORIA ESTEFAN;BALADA
2468;NO ME DEJES DE QUERER;GLORIA ESTEFAN;SALSA
4080;OYE MI CANTO;GLORIA ESTEFAN;SALSA
4674;HOY;GLORIA ESTEFAN;BALADA
5784;MI TIERRA;GLORIA ESTEFAN;SALSA
5799;VOLVERAS;GLORIA ESTEFAN;BOLERO
6194;DESDE LA OSCURIDAD;GLORIA ESTEFAN;BALADA
6324;MAS ALLA;GLORIA ESTEFAN;BALADA
6460;TU FOTOGRAFIA;GLORIA ESTEFAN;SALSA
5842;SANTO SANTO;GLORIA ESTEFAN & ALEXANDRE PIRES;CUMBIA
4215;I WILL SURVIVE;GLORIA GAYNOR;POP
1548;PELO SUELTO;GLORIA TREVI;POP
1556;A LA MADRE;GLORIA TREVI;POP
